id,title,department,location,required_skills,preferred_skills,education,experience_required,responsibilities,employment_type,company_name,industry,salary_range,job_posted_date,application_deadline,work_mode
3910,Software Engineer,Frontend Team,"Bhaktapur, Lumbini Province, Nepal","['apache kafka', 'digitalocean', 'dynamodb', 'fastapi', 'graphql apis', 'javascript', 'monolithic apps', 'mysql', 'redis', 'tailwind css', 'tdd', 'vue']","['digitalocean', 'tailwind css', 'redis']",self-taught,8,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Mobile Development,"NPR 1,303,098–1,890,928",2025-08-07,2025-09-02,WFH
3911,Mobile Developer,Mobile Apps,"Nepalgunj, Karnali Province, Nepal","['azure', 'fastapi', 'integration testing', 'node.js', 'postgresql', 'security best practices', 'tdd', 'typescript', 'vue']","['azure', 'vue', 'node.js']",self-taught,1,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Mobile Development,"NPR 1,068,221–1,296,361",2025-08-09,2025-08-29,Onsite
3912,Software Engineer,Development,"Biratnagar, Bagmati Province, Nepal","['digitalocean', 'dynamodb', 'integration testing', 'monolithic apps', 'php', 'ruby on rails', 'terraform', 'unit testing', 'vue']","['php', 'vue', 'ruby on rails']",bim,7,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Web Development,"NPR 909,477–1,370,341",2025-08-06,2025-08-27,WFH
3913,DevOps Engineer,Frontend Team,"Jumla, Madhesh Province, Nepal","['azure', 'django', 'flask', 'graphql apis', 'postgresql', 'scala', 'svelte', 'tdd', 'unit testing', 'vue']","['svelte', 'azure', 'vue']",bachelor of computer applications,9,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Mobile Development,"NPR 1,141,061–1,465,073",2025-08-09,2025-09-04,Onsite
3914,Frontend Engineer,Development,"Nepalgunj, Karnali Province, Nepal","['.net core', 'express.js', 'fastapi', 'firebase', 'flask', 'gcp', 'go', 'nuxt.js', 'rest apis', 'security best practices', 'unit testing']","['.net core', 'go', 'express.js']",master of technology,0,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Data Analytics,"NPR 914,120–1,438,080",2025-08-10,2025-09-08,Hybrid
3915,Product Engineer,Frontend Team,"Dharan, Lumbini Province, Nepal","['.net core', 'digitalocean', 'elasticsearch', 'go', 'java', 'jenkins', 'monolithic apps', 'mysql', 'nuxt.js', 'rest apis', 'scaling', 'spring boot']","['digitalocean', 'go', '.net core']",master of science in it,11,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Data Analytics,"NPR 1,268,632–1,612,647",2025-08-02,2025-08-19,Hybrid
3916,Full Stack Engineer,Data Science,"Chitwan, Lumbini Province, Nepal","['.net core', 'aws', 'ci/cd', 'firebase', 'integration testing', 'laravel', 'next.js', 'python', 'rest apis']","['firebase', 'laravel', '.net core']",bachelor of science in computer science,8,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Web Development,"NPR 835,502–1,345,241",2025-08-07,2025-09-01,WFH
3917,Backend Engineer,Backend Team,"Dhangadhi, Lumbini Province, Nepal","['digitalocean', 'django', 'go', 'integration testing', 'java', 'mongodb', 'prisma', 'scala', 'scaling', 'security best practices', 'vue']","['go', 'django', 'java']",bachelor of computer applications,2,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,IT Consulting,"NPR 947,038–1,363,861",2025-08-09,2025-09-02,Onsite
3918,Product Engineer,Development,"Nepalgunj, Gandaki Province, Nepal","['angular', 'azure', 'graphql apis', 'integration testing', 'kubernetes', 'ruby on rails', 'security best practices', 'sqlite', 'typescript']","['ruby on rails', 'angular', 'sqlite']",master of business administration (technology),6,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Mobile Development,"NPR 1,394,223–1,908,928",2025-08-09,2025-09-07,Onsite
3919,Frontend Engineer,Development,"Mahendranagar, Bagmati Province, Nepal","['cockroachdb', 'django', 'docker', 'firebase', 'go', 'microservices', 'monolithic apps', 'performance tuning', 'ruby', 'rust', 'vue']","['docker', 'rust', 'firebase']",bachelor of computer applications,5,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Software Services,"NPR 1,438,829–2,158,317",2025-08-02,2025-08-23,WFH
3920,DevOps Engineer,Development,"Itahari, Lumbini Province, Nepal","['fastapi', 'firebase', 'gcp', 'go', 'integration testing', 'monolithic apps', 'mysql', 'nuxt.js', 'ruby', 'scala', 'unit testing']","['go', 'firebase', 'nuxt.js']",master of technology,13,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Mobile Development,"NPR 1,103,079–1,598,331",2025-08-10,2025-09-05,WFH
3921,Data Engineer,Backend Team,"Bhaktapur, Lumbini Province, Nepal","['.net core', 'ci/cd', 'dynamodb', 'fastapi', 'heroku', 'integration testing', 'monolithic apps', 'php', 'react']","['fastapi', 'react', 'heroku']",self-taught,1,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,IT Consulting,"NPR 937,457–1,412,853",2025-08-10,2025-09-04,WFH
3922,QA Engineer,Mobile Apps,"Biratnagar, Gandaki Province, Nepal","['angular', 'ci/cd', 'fastapi', 'gcp', 'graphql apis', 'java', 'postgresql', 'tdd']","['java', 'fastapi', 'angular']",master of business administration (technology),4,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Software Services,"NPR 1,171,431–1,953,419",2025-08-02,2025-08-27,WFH
3923,Data Scientist,Data Science,"Hetauda, Province No. 1, Nepal","['ci/cd', 'cockroachdb', 'gcp', 'go', 'graphql apis', 'next.js', 'spring boot', 'unit testing']","['spring boot', 'go', 'gcp']",bachelor of science in computer science,4,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,IT Consulting,"NPR 1,258,414–1,947,173",2025-08-09,2025-09-02,WFH
3924,QA Engineer,Frontend Team,"Pokhara, Gandaki Province, Nepal","['ci/cd', 'digitalocean', 'javascript', 'redis', 'ruby on rails', 'scaling', 'unit testing', 'vue']","['digitalocean', 'ruby on rails', 'javascript']",bachelor of engineering in computer engineering,10,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 1,281,121–1,989,371",2025-08-06,2025-08-25,WFH
3925,QA Engineer,Mobile Apps,"Butwal, Province No. 1, Nepal","['azure', 'ci/cd', 'fastapi', 'java', 'mongodb', 'performance tuning', 'react', 'scaling']","['fastapi', 'react', 'azure']",bachelor of science in computer science,4,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Mobile Development,"NPR 1,232,777–2,017,464",2025-08-07,2025-09-02,Hybrid
3926,Software Engineer,Backend Team,"Jumla, Gandaki Province, Nepal","['angular', 'django', 'firebase', 'grpc', 'integration testing', 'monolithic apps', 'python', 'redis', 'scaling']","['grpc', 'redis', 'python']",master of technology,13,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,IT Consulting,"NPR 1,187,061–1,421,203",2025-08-02,2025-08-23,Onsite
3927,DevOps Engineer,Development,"Nepalgunj, Madhesh Province, Nepal","['c#', 'digitalocean', 'performance tuning', 'redis', 'scaling', 'spring boot', 'svelte', 'tdd']","['redis', 'spring boot', 'svelte']",diploma in it,4,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Data Analytics,"NPR 1,335,173–1,761,823",2025-08-01,2025-08-28,Hybrid
3928,Engineering Manager,Mobile Apps,"Dharan, Sudurpashchim Province, Nepal","['django', 'heroku', 'microservices', 'mongodb', 'nuxt.js', 'security best practices', 'sqlite', 'svelte', 'tailwind css', 'tdd', 'typescript']","['typescript', 'sqlite', 'tailwind css']",bim,3,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Software Services,"NPR 1,059,445–1,377,088",2025-08-08,2025-09-05,Onsite
3929,Data Scientist,Data Science,"Biratnagar, Bagmati Province, Nepal","['ci/cd', 'firebase', 'go', 'rust', 'scaling', 'security best practices', 'sqlite', 'svelte', 'typescript']","['typescript', 'svelte', 'rust']",bachelor of engineering in computer engineering,5,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,IT Consulting,"NPR 842,198–1,465,072",2025-08-08,2025-08-23,Onsite
3930,Backend Engineer,Mobile Apps,"Lalitpur, Gandaki Province, Nepal","['aws', 'cockroachdb', 'flask', 'gcp', 'microservices', 'next.js', 'react', 'rest', 'rest apis', 'ruby', 'security best practices', 'swift']","['swift', 'next.js', 'flask']",master of technology,6,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Software Services,"NPR 834,524–1,581,838",2025-08-02,2025-08-19,Onsite
3931,Software Engineer,Data Science,"Itahari, Gandaki Province, Nepal","['c#', 'firebase', 'graphql apis', 'kotlin', 'node.js', 'react', 'ruby on rails', 'security best practices', 'sqlite', 'svelte', 'tdd']","['firebase', 'kotlin', 'ruby on rails']",self-taught,0,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,088,427–1,298,798",2025-08-02,2025-08-24,WFH
3932,Frontend Engineer,Mobile Apps,"Ilam, Bagmati Province, Nepal","['dynamodb', 'flask', 'heroku', 'monolithic apps', 'next.js', 'php', 'rest', 'scala', 'spring boot', 'tdd', 'unit testing']","['dynamodb', 'scala', 'heroku']",master of business administration (technology),9,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Software Services,"NPR 1,390,872–2,056,726",2025-08-06,2025-08-29,WFH
3933,DevOps Engineer,Frontend Team,"Mahendranagar, Sudurpashchim Province, Nepal","['angular', 'ci/cd', 'firebase', 'jenkins', 'node.js', 'performance tuning', 'php', 'redux', 'scala', 'scaling', 'sqlite']","['php', 'firebase', 'redux']",master of technology,6,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Data Analytics,"NPR 925,344–1,567,517",2025-08-01,2025-08-26,Onsite
3934,Data Engineer,Development,"Kathmandu, Sudurpashchim Province, Nepal","['apache kafka', 'cockroachdb', 'gcp', 'integration testing', 'node.js', 'performance tuning', 'php', 'react', 'redux', 'rest', 'security best practices']","['react', 'gcp', 'redux']",bachelor of science in computer science,12,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,IT Consulting,"NPR 1,080,992–1,577,094",2025-08-01,2025-08-16,Hybrid
3935,QA Engineer,Backend Team,"Dharan, Province No. 1, Nepal","['aws', 'gcp', 'mysql', 'scala', 'scaling', 'security best practices', 'spring boot', 'svelte', 'tdd']","['svelte', 'gcp', 'aws']",bachelor of science in computer science,3,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Data Analytics,"NPR 1,055,981–1,567,148",2025-08-05,2025-09-02,WFH
3936,Software Engineer,Frontend Team,"Dang, Lumbini Province, Nepal","['c#', 'django', 'gcp', 'graphql apis', 'next.js', 'security best practices', 'sqlite', 'swift', 'tdd']","['next.js', 'swift', 'gcp']",bachelor of computer applications,15,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,IT Consulting,"NPR 1,438,264–2,224,368",2025-08-01,2025-08-28,Onsite
3937,Mobile Developer,Frontend Team,"Ilam, Gandaki Province, Nepal","['angular', 'django', 'dynamodb', 'gcp', 'integration testing', 'rabbitmq', 'rust', 'scaling', 'security best practices']","['angular', 'dynamodb', 'gcp']",bachelor of science in computer science,6,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Data Analytics,"NPR 1,325,077–2,089,258",2025-08-03,2025-08-19,WFH
3938,Data Engineer,Mobile Apps,"Ilam, Province No. 1, Nepal","['azure', 'ci/cd', 'express.js', 'ionic', 'laravel', 'mysql', 'next.js', 'python', 'react', 'rest', 'security best practices', 'tdd']","['ionic', 'express.js', 'mysql']",bachelor of engineering in computer engineering,11,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Mobile Development,"NPR 824,643–1,216,796",2025-08-02,2025-09-01,Onsite
3939,QA Engineer,Mobile Apps,"Ilam, Province No. 1, Nepal","['angular', 'elasticsearch', 'firebase', 'heroku', 'mongodb', 'node.js', 'python', 'rest apis', 'ruby on rails', 'rust', 'tdd', 'unit testing']","['mongodb', 'firebase', 'rust']",bim,4,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,IT Consulting,"NPR 869,264–1,653,037",2025-08-10,2025-08-27,WFH
3940,DevOps Engineer,Mobile Apps,"Bhimdatta, Karnali Province, Nepal","['aws', 'go', 'java', 'mysql', 'nuxt.js', 'prisma', 'python', 'react', 'scaling', 'security best practices', 'spring boot', 'unit testing']","['spring boot', 'aws', 'prisma']",diploma in it,10,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Data Analytics,"NPR 1,151,490–1,827,064",2025-08-10,2025-09-08,WFH
3941,Mobile Developer,Mobile Apps,"Biratnagar, Gandaki Province, Nepal","['aws', 'bootstrap', 'express.js', 'firebase', 'javascript', 'microservices', 'mysql', 'next.js', 'rest apis', 'scaling']","['express.js', 'bootstrap', 'mysql']",bim,1,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 897,847–1,626,235",2025-08-03,2025-08-20,Onsite
3942,Software Engineer,Development,"Dharan, Karnali Province, Nepal","['firebase', 'graphql apis', 'grpc', 'integration testing', 'laravel', 'mongodb', 'prisma', 'react', 'scala', 'unit testing']","['prisma', 'laravel', 'firebase']",bim,15,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Mobile Development,"NPR 999,355–1,324,651",2025-08-03,2025-08-31,Onsite
3943,DevOps Engineer,Development,"Butwal, Karnali Province, Nepal","['azure', 'graphql apis', 'javascript', 'monolithic apps', 'nuxt.js', 'postgresql', 'rest apis', 'spring boot', 'swift']","['postgresql', 'javascript', 'spring boot']",bim,5,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Mobile Development,"NPR 958,192–1,419,135",2025-08-10,2025-08-26,WFH
